"case_id","年龄","年龄段","身份定位","评估结论","监护状况","教养方式","认知类型","同伴关系","社区环境","在校表现","法治教育覆盖","内容接触","线上交往行为","财务行为","家庭沟通分","家庭冲突分","冲动易冲动程度","攻击暴力倾向","自我认同问题程度","受不良同伴影响强度","受社区影响强度","逃学旷课频次","法治教育学习效果","上网时间问题程度","深夜上网问题程度","接触有害内容频次","时间管理问题程度","理财观念行为问题程度","情感支持","情绪调节困难程度"
"Q7006","14","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","监护人积极参与(保护)","传统型教养；权威型教养","价值观模糊；偶有极端/模糊倾向","偶有接触；结交不良同伴","社区资源丰富且治安好；社区资源贫乏","偶尔缺课","按课表开展","接触游戏内容","偶尔接触不良社交圈","偶尔冲动消费","0","0","2","2","0","1","2","0","0","2","1","1","2","1","0","2"
"Q5115","14","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","长期疾病","权威型教养；传统型教养","受同伴影响；价值观模糊","无不良同伴；偶有接触","社区资源丰富且治安好；社区资源贫乏","探索个性化学习；偶尔缺课","深度参与/法治活动活跃","主要接触正面/学习资源","线上交往健康","理财能力良好","0","2","0","0","1","0","1","2","0","1","1","1","1","1","2","0"
"Q5250","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","监护人积极参与(保护)；流动监护","传统型教养","受同伴影响；价值观模糊","偶有接触","社区一般","探索个性化学习；偶尔逃学/逃学","偶尔宣传","主要接触正面/学习资源","偶尔接触不良社交圈","理财能力良好","1","2","1","2","0","2","1","2","0","1","1","1","1","2","0","2"
"Q1842","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","留守","传统型教养；溺爱型教养","无极端倾向；偶有极端/模糊倾向","偶有接触","社区一般","偶尔缺课；偶尔逃学/逃学","深度参与/法治活动活跃","接触游戏内容","偶尔接触不良社交圈","理财能力良好","0","2","2","0","1","2","2","1","1","2","0","1","1","0","0","0"
"Q7336","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","监护人积极参与(保护)；单亲","权威型教养","无极端倾向","无不良同伴；偶有接触","社区资源贫乏","偶尔逃学/逃学；探索个性化学习","按课表开展；偶尔宣传","接触游戏内容","偶尔接触不良社交圈","理财能力良好","1","2","1","2","2","1","1","2","2","0","1","0","0","0","0","0"
"Q4308","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","流动监护；父母失业","权威型教养；传统型教养","价值观模糊","偶有接触","社区资源丰富且治安好","偶尔缺课；偶尔逃学/逃学","按课表开展；偶尔宣传","接触游戏内容","偶尔接触不良社交圈","偶尔冲动消费","2","0","0","2","1","1","0","2","2","2","1","0","2","0","1","2"
"Q7874","14","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","长期疾病","传统型教养","偶有极端/模糊倾向","结交不良同伴","社区资源丰富且治安好；社区资源贫乏","偶尔缺课；偶尔逃学/逃学","偶尔宣传","接触游戏内容","偶尔接触不良社交圈","理财能力良好","2","0","2","2","1","0","0","0","2","2","0","1","1","2","0","0"
"Q7572","14","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","留守；单亲","溺爱型教养","受同伴影响","偶有接触；无不良同伴","社区资源贫乏；社区资源丰富且治安好","探索个性化学习","深度参与/法治活动活跃；按课表开展","主要接触正面/学习资源","线上交往健康","理财能力良好","2","0","2","2","2","2","1","0","1","2","0","1","0","0","2","0"
"Q5160","14","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","长期疾病；父母失业","权威型教养；传统型教养","价值观模糊","结交不良同伴；偶有接触","社区资源贫乏","探索个性化学习","偶尔宣传；深度参与/法治活动活跃","接触游戏内容","线上交往健康","偶尔冲动消费","1","0","1","0","2","2","1","0","0","2","1","0","1","2","1","0"
"Q2881","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","单亲","权威型教养；传统型教养","无极端倾向","偶有接触","社区资源丰富且治安好","偶尔缺课","按课表开展；深度参与/法治活动活跃","主要接触正面/学习资源","偶尔接触不良社交圈","理财能力良好","0","2","2","1","0","1","0","1","2","1","0","0","1","2","1","1"
"Q4433","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","单亲；长期疾病","溺爱型教养；权威型教养","受同伴影响","结交不良同伴；无不良同伴","社区资源丰富且治安好；社区一般","偶尔逃学/逃学","按课表开展","主要接触正面/学习资源","线上交往健康","理财能力良好","2","1","0","2","0","0","2","1","2","2","1","1","1","0","1","0"
"Q2060","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","监护人积极参与(保护)；父母失业","传统型教养；溺爱型教养","偶有极端/模糊倾向；无极端倾向","偶有接触；结交不良同伴","社区一般；社区资源贫乏","偶尔缺课；探索个性化学习","按课表开展；偶尔宣传","接触游戏内容","线上交往健康","理财能力良好","1","2","1","1","0","0","0","2","1","2","0","1","2","0","1","0"
"Q2965","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","父母失业；留守","权威型教养","受同伴影响","偶有接触；结交不良同伴","社区资源丰富且治安好；社区资源贫乏","探索个性化学习","深度参与/法治活动活跃；按课表开展","接触游戏内容","偶尔接触不良社交圈","理财能力良好","1","0","2","1","1","2","0","1","1","2","1","1","1","0","2","2"
"Q4918","14","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","父母失业；流动监护","传统型教养；溺爱型教养","价值观模糊；偶有极端/模糊倾向","无不良同伴；结交不良同伴","社区一般","偶尔逃学/逃学；偶尔缺课","偶尔宣传","接触游戏内容","线上交往健康","偶尔冲动消费","0","2","0","0","0","2","2","0","1","2","0","0","1","1","1","2"
"Q7092","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","监护人积极参与(保护)；父母失业","传统型教养","无极端倾向；偶有极端/模糊倾向","结交不良同伴","社区资源贫乏；社区资源丰富且治安好","偶尔缺课","深度参与/法治活动活跃；按课表开展","接触游戏内容","线上交往健康","理财能力良好","2","2","2","2","2","1","1","2","1","2","1","1","1","0","2","2"
"Q3066","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","流动监护","权威型教养；传统型教养","价值观模糊","偶有接触","社区资源丰富且治安好；社区一般","偶尔缺课","深度参与/法治活动活跃；按课表开展","主要接触正面/学习资源","线上交往健康","理财能力良好","1","1","2","1","2","0","0","1","2","0","1","1","0","1","1","1"
"Q9870","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","监护人积极参与(保护)","权威型教养","偶有极端/模糊倾向","偶有接触","社区资源贫乏","偶尔逃学/逃学","偶尔宣传；深度参与/法治活动活跃","主要接触正面/学习资源","线上交往健康","偶尔冲动消费","0","0","1","0","1","0","2","0","0","2","1","1","2","2","0","2"
"Q8394","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","留守","权威型教养","价值观模糊；偶有极端/模糊倾向","结交不良同伴；无不良同伴","社区资源贫乏；社区一般","偶尔逃学/逃学；偶尔缺课","按课表开展","接触游戏内容","线上交往健康","理财能力良好","1","1","0","1","1","2","1","2","1","0","0","0","2","1","0","1"
"Q6982","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","单亲","传统型教养","价值观模糊；偶有极端/模糊倾向","无不良同伴；偶有接触","社区一般","探索个性化学习；偶尔缺课","按课表开展；深度参与/法治活动活跃","接触游戏内容","偶尔接触不良社交圈","理财能力良好","0","2","0","2","2","0","1","0","1","1","1","0","1","2","2","0"
"Q5796","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","单亲","溺爱型教养；权威型教养","无极端倾向；受同伴影响","结交不良同伴","社区一般；社区资源丰富且治安好","探索个性化学习","深度参与/法治活动活跃；偶尔宣传","主要接触正面/学习资源","偶尔接触不良社交圈","偶尔冲动消费","1","2","1","0","2","0","0","1","1","2","1","1","0","0","2","1"
"Q1151","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","留守；单亲","权威型教养","受同伴影响","无不良同伴","社区资源丰富且治安好","偶尔缺课","偶尔宣传","接触游戏内容","线上交往健康","理财能力良好","2","1","0","1","2","2","0","2","1","0","0","0","0","1","1","2"
"Q1414","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","监护人积极参与(保护)；流动监护","传统型教养；权威型教养","受同伴影响","结交不良同伴；无不良同伴","社区资源贫乏","探索个性化学习","深度参与/法治活动活跃","接触游戏内容","线上交往健康","理财能力良好","1","0","2","0","1","2","0","0","2","0","0","0","1","1","0","1"
"Q9941","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","留守","传统型教养；权威型教养","价值观模糊；受同伴影响","无不良同伴；偶有接触","社区资源丰富且治安好","偶尔逃学/逃学","偶尔宣传；深度参与/法治活动活跃","接触游戏内容","偶尔接触不良社交圈","理财能力良好","2","0","2","2","0","1","1","1","2","1","1","1","0","2","1","0"
"Q8710","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","流动监护","权威型教养；溺爱型教养","偶有极端/模糊倾向；受同伴影响","无不良同伴；结交不良同伴","社区资源贫乏","偶尔缺课","按课表开展","接触游戏内容","偶尔接触不良社交圈","理财能力良好","0","1","1","0","0","2","0","1","2","0","0","0","1","2","2","0"
"Q9621","14","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","长期疾病；流动监护","权威型教养","价值观模糊；偶有极端/模糊倾向","结交不良同伴；偶有接触","社区一般；社区资源贫乏","偶尔缺课","按课表开展；深度参与/法治活动活跃","主要接触正面/学习资源","线上交往健康","偶尔冲动消费","2","0","0","1","1","1","1","2","0","1","0","1","1","1","2","0"
"Q8741","14","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","留守；监护人积极参与(保护)","权威型教养；传统型教养","受同伴影响；偶有极端/模糊倾向","结交不良同伴","社区资源丰富且治安好","探索个性化学习；偶尔逃学/逃学","按课表开展","接触游戏内容","线上交往健康","理财能力良好","2","1","1","2","1","2","2","2","2","2","1","1","2","1","2","1"
"Q9502","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","父母失业；长期疾病","权威型教养","价值观模糊","偶有接触；结交不良同伴","社区一般","偶尔缺课","偶尔宣传","接触游戏内容","线上交往健康","理财能力良好","0","0","0","2","2","2","1","1","0","1","1","1","0","1","1","0"
"Q3307","14","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","监护人积极参与(保护)；长期疾病","传统型教养；权威型教养","受同伴影响","无不良同伴","社区资源贫乏；社区一般","偶尔缺课；偶尔逃学/逃学","按课表开展","主要接触正面/学习资源","线上交往健康","偶尔冲动消费","1","0","0","2","1","2","1","2","2","2","1","1","2","0","0","2"
"Q8113","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","留守；流动监护","溺爱型教养","价值观模糊","偶有接触","社区资源贫乏；社区一般","偶尔缺课；探索个性化学习","偶尔宣传","主要接触正面/学习资源","线上交往健康","偶尔冲动消费","0","1","2","1","1","0","1","0","1","1","1","0","1","1","2","2"
"Q2978","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","单亲","传统型教养；权威型教养","偶有极端/模糊倾向；价值观模糊","无不良同伴；偶有接触","社区一般","偶尔缺课","深度参与/法治活动活跃","主要接触正面/学习资源","偶尔接触不良社交圈","理财能力良好","0","1","1","0","2","2","1","1","1","1","0","0","0","1","1","2"
"Q4863","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","长期疾病","溺爱型教养","偶有极端/模糊倾向","结交不良同伴","社区一般","偶尔缺课","深度参与/法治活动活跃；按课表开展","主要接触正面/学习资源","线上交往健康","偶尔冲动消费","0","2","2","0","0","0","1","1","1","0","0","0","0","2","0","2"
"Q6931","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","流动监护","传统型教养；权威型教养","价值观模糊；无极端倾向","偶有接触","社区一般；社区资源贫乏","探索个性化学习；偶尔逃学/逃学","深度参与/法治活动活跃","主要接触正面/学习资源","线上交往健康","偶尔冲动消费","1","1","2","2","0","0","1","1","0","2","0","1","1","2","0","0"
"Q5939","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","父母失业","权威型教养；溺爱型教养","偶有极端/模糊倾向","结交不良同伴；偶有接触","社区资源贫乏；社区资源丰富且治安好","偶尔缺课；探索个性化学习","按课表开展","接触游戏内容","线上交往健康","理财能力良好","2","1","1","2","0","2","2","1","2","1","0","1","2","2","1","2"
"Q4540","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","监护人积极参与(保护)","传统型教养；权威型教养","受同伴影响；无极端倾向","结交不良同伴；无不良同伴","社区资源贫乏","探索个性化学习；偶尔逃学/逃学","偶尔宣传","主要接触正面/学习资源","线上交往健康","理财能力良好","0","2","2","1","0","0","2","2","2","1","0","0","1","2","1","2"
"Q4319","14","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","长期疾病；监护人积极参与(保护)","权威型教养","无极端倾向；偶有极端/模糊倾向","偶有接触；结交不良同伴","社区一般","偶尔逃学/逃学","深度参与/法治活动活跃；偶尔宣传","主要接触正面/学习资源","偶尔接触不良社交圈","理财能力良好","2","1","2","1","1","1","0","0","0","1","1","0","0","1","1","1"
"Q4043","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","留守","权威型教养","偶有极端/模糊倾向","无不良同伴；结交不良同伴","社区资源贫乏","探索个性化学习","深度参与/法治活动活跃","接触游戏内容","线上交往健康","理财能力良好","0","2","2","0","2","2","0","1","1","0","1","0","2","0","0","0"
"Q9677","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","监护人积极参与(保护)；留守","传统型教养；溺爱型教养","无极端倾向；受同伴影响","无不良同伴；结交不良同伴","社区资源丰富且治安好","探索个性化学习；偶尔缺课","深度参与/法治活动活跃","主要接触正面/学习资源","线上交往健康","理财能力良好","0","0","2","2","0","1","1","0","2","0","1","1","1","1","1","0"
"Q5122","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","长期疾病","权威型教养","受同伴影响；偶有极端/模糊倾向","偶有接触；结交不良同伴","社区一般","探索个性化学习；偶尔缺课","偶尔宣传；按课表开展","接触游戏内容","线上交往健康","理财能力良好","1","0","1","2","2","0","2","2","0","0","0","0","2","1","0","0"
"Q6264","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","单亲；监护人积极参与(保护)","溺爱型教养","受同伴影响","偶有接触；无不良同伴","社区资源贫乏","偶尔缺课；探索个性化学习","深度参与/法治活动活跃","主要接触正面/学习资源","线上交往健康","偶尔冲动消费","1","2","2","0","0","1","0","2","1","0","0","1","1","2","0","1"
"Q8078","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","流动监护","传统型教养","无极端倾向；价值观模糊","结交不良同伴","社区资源丰富且治安好","偶尔逃学/逃学；探索个性化学习","偶尔宣传","主要接触正面/学习资源","线上交往健康","理财能力良好","0","2","2","1","0","1","0","0","1","2","1","0","2","2","1","0"
"Q9771","13","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","父母失业","权威型教养","受同伴影响","无不良同伴","社区资源丰富且治安好；社区资源贫乏","偶尔缺课；偶尔逃学/逃学","深度参与/法治活动活跃","接触游戏内容","线上交往健康","偶尔冲动消费","0","1","2","1","1","0","1","2","0","2","1","0","1","0","2","2"
"Q4458","14","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","父母失业；监护人积极参与(保护)","传统型教养；溺爱型教养","受同伴影响","结交不良同伴","社区一般","偶尔逃学/逃学；探索个性化学习","深度参与/法治活动活跃；按课表开展","接触游戏内容","偶尔接触不良社交圈","理财能力良好","1","2","1","0","2","2","2","0","2","2","0","0","1","2","0","0"
"Q8411","14","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","监护人积极参与(保护)","传统型教养；权威型教养","受同伴影响；偶有极端/模糊倾向","偶有接触","社区一般","偶尔逃学/逃学","按课表开展；深度参与/法治活动活跃","接触游戏内容","偶尔接触不良社交圈","偶尔冲动消费","1","1","2","1","0","1","2","1","0","0","1","1","2","0","2","2"
"Q6440","14","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","单亲；长期疾病","传统型教养","价值观模糊","无不良同伴","社区资源丰富且治安好；社区一般","偶尔逃学/逃学；偶尔缺课","深度参与/法治活动活跃；偶尔宣传","接触游戏内容","偶尔接触不良社交圈","偶尔冲动消费","0","0","0","2","1","2","2","0","0","0","1","0","0","0","1","1"
"Q9927","12","12-14岁","普通学生（表现稳定)","总体表现稳定，常规随访即可","父母失业；长期疾病","传统型教养","受同伴影响","无不良同伴；偶有接触","社区一般","偶尔逃学/逃学","深度参与/法治活动活跃；按课表开展","主要接触正面/学习资源","偶尔接触不良社交圈","偶尔冲动消费","1","1","2","2","1","0","0","1","1","0","1","0","0","0","2","0"
